CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,AccX,AccY,AccZ,GyX,GyY,GyZ,TimeStamp,label
12410.34204114896,6983.045597911385,99.10503466326804,6781.978413782714,1718.4459743273383,16438.10666615188,12827.491226071163,4511.247117856154,41.363756,123.023068,217.72968,0.018102981,0.006616194000000001,0.025537044,15:16.985009,1
12196.650768277812,6984.470515760744,130.05520523564275,6771.556930785201,1556.5369354022225,16126.313706775964,12950.740261468824,4633.9365733011755,41.357652,123.09631599999997,217.51603999999998,0.022473086999999996,0.007250957999999999,0.023486268,15:16.986265,1
12132.763106005625,6973.755835371143,164.53756151280572,6771.130779170759,1535.3484436706387,16093.555249218543,12917.29505552027,4580.8174509111395,41.3546,123.13293999999999,217.40921999999995,0.024658140000000002,0.00756834,0.02246088,15:16.993124,1
12311.644100369667,6940.152770542253,86.25134106880816,6830.542406080281,1631.2045448540796,16345.831996385965,12803.052433970352,4530.511551923567,41.3546,123.13293999999999,217.40921999999995,0.024658140000000002,0.00756834,0.02246088,15:16.995740,1
12498.156140713185,6907.308013393197,63.041052991425126,6861.652118039492,1687.491213111674,16515.525225454545,12746.545464533421,4532.543602521362,41.3546,123.13293999999999,217.40921999999995,0.024658140000000002,0.00756834,0.02246088,15:16.998216,1
12404.727529605456,6939.194672350825,88.95490121239666,6804.411212299907,1639.3810302655045,16390.859210103015,12841.588155772266,4511.812099503259,41.464471999999994,123.004756,217.23830799999996,0.022705020000000003,0.009936498,0.019702098,15:17.003506,1
12118.394044181263,7014.1043754792045,144.60865450927764,6760.162499911993,1567.6523575636247,16128.501536540314,12917.231082666494,4507.174550565403,41.62928,122.81248000000001,216.98193999999998,0.01977534,0.013488734999999998,0.015563925000000001,15:17.010328,1
12303.062207339464,6920.164480337857,64.5495307902527,6835.965606647925,1638.0926727675194,16349.110394672573,12780.648576896969,4541.8561079853625,41.62928,122.81248000000001,216.98193999999998,0.01977534,0.013488734999999998,0.015563925000000001,15:17.020155,1
12383.562734431538,6946.833598968175,97.54394387846594,6815.973847225314,1604.6586770598274,16341.450635391931,12786.594519712678,4535.24521140314,41.665904,122.977288,216.84154799999996,0.019384716,0.012951626999999999,0.015588339000000001,15:17.022256,1
12182.00131268813,7053.530005891656,176.81791788217166,6740.513366536159,1553.6068514732085,16101.682872781985,12885.125410027593,4518.5956673313285,41.702527999999994,123.142096,216.701156,0.018994092,0.012414519,0.015612753000000002,15:17.030447,1
12128.179777879164,7049.635306544648,161.13648411933505,6741.440962510288,1608.6491652941418,16133.016486779237,12903.761900831578,4501.22569412472,41.720839999999995,123.22449999999999,216.63096000000002,0.01879878,0.012145965,0.015624959999999999,15:17.030452,1
12456.930650325981,6885.331431034011,34.53722372928853,6852.86881574799,1727.053522829176,16545.678374368803,12758.768390365942,4529.710549418016,41.720839999999995,123.22449999999999,216.63096000000002,0.01879878,0.012145965,0.015624959999999999,15:17.038365,1
12391.730162370486,6920.261257148854,48.762579178267956,6797.163385355215,1641.633874262272,16370.943740070046,12810.301611585308,4527.23106705176,41.6598,123.83489999999999,216.490568,0.027612234000000003,0.012487761,0.015527304,15:17.046599,1
12286.603436389047,6961.78105133097,74.94781489272347,6772.075402001307,1583.5065976186208,16217.66611547721,12854.331024559797,4526.485875457213,41.62928,124.14009999999999,216.420372,0.032018961000000006,0.012658659,0.015478476000000001,15:17.046603,1
12109.123521823396,6971.620775794295,130.73473581539432,6758.596427183215,1552.4161228042042,16107.923267464404,12890.009347089854,4533.813633821201,41.568239999999996,124.75049999999999,216.27997999999997,0.040832415000000004,0.013000455,0.01538082,15:17.051628,1
12307.116969774444,6904.053819947243,86.50343033903258,6808.6946319666695,1660.4117452563908,16379.282933315797,12809.04025163081,4547.475095706985,41.568239999999996,124.75049999999999,216.27997999999997,0.040832415000000004,0.013000455,0.01538082,15:17.054298,1
12478.555483673123,6896.870208374125,43.563567491071275,6828.738497666275,1721.6737808434907,16553.025937192062,12769.716848641492,4523.398531371832,41.568239999999996,124.75049999999999,216.27997999999997,0.040832415000000004,0.013000455,0.01538082,15:17.058338,1
12369.140476694167,6979.539824423626,98.69670055767054,6787.844871986994,1665.2065323472536,16389.936211046275,12813.40702529803,4475.1992148700665,41.391223999999994,124.11568399999999,216.176212,0.032433999,0.012463347000000001,0.017407182,15:17.062425,1
12142.749132132154,7044.695147275235,133.76801274405932,6758.587978737676,1561.0033134741714,16119.41153471591,12910.300302916812,4526.087526444659,41.214208,123.48086799999999,216.07244399999996,0.024035583000000003,0.011926239000000002,0.019433544,15:17.067924,1
12120.144658364428,6985.252672291355,94.69141833234279,6808.817253410174,1536.557330108188,16095.988841737257,12897.786866100225,4591.5190196101175,41.125699999999995,123.16346000000001,216.02056,0.019836375,0.011657685000000001,0.020446725,15:17.070363,1
12330.289756711163,6898.527374570762,50.68471985414318,6854.256149691186,1617.7504217757553,16358.032083659607,12816.094263349521,4541.478304943445,41.125699999999995,123.16346000000001,216.02056,0.019836375,0.011657685000000001,0.020446725,15:17.075626,1
12398.207765718462,6994.018371097713,148.18633368948332,6740.64440499622,1682.1030266176804,16407.661900850188,12823.233050576733,4448.718607807978,41.15622,122.479812,215.751984,0.012438933,0.012609830999999998,0.023522889,15:17.082368,1
12169.191680509337,7016.375937695276,147.01244976912625,6754.385382595135,1559.6586446728738,16099.194933869067,12892.322559577213,4584.735980902884,41.18674,121.796164,215.483408,0.005041491,0.013561977,0.026599053,15:17.091028,1
12099.476203824614,7006.491114885679,123.58526352127515,6767.254711748855,1575.627827433445,16098.884859477865,12868.594789446564,4536.209892342417,41.202,121.45433999999997,215.34912,0.00134277,0.01403805,0.028137135,15:17.091033,1
12298.753497708349,6987.192699966161,117.07222288460817,6780.645081846649,1731.7170462346658,16427.76090293394,12794.600055882858,4428.500641071265,41.202,121.45433999999997,215.34912,0.00134277,0.01403805,0.028137135,15:17.094376,1
12489.162246375527,6920.0239090604255,110.62613035326335,6839.998223211338,1733.0546454627358,16560.362630750726,12742.566160454195,4462.9688844789,41.202,121.45433999999997,215.34912,0.00134277,0.01403805,0.028137135,15:17.098503,1
12401.919286863715,6866.594413480608,89.57019809368111,6893.005333839634,1576.337006403357,16315.871070780431,12814.170131963961,4593.503273870012,41.36680799999999,121.735124,215.09885599999998,0.0011718720000000002,0.016015584000000003,0.021716252999999998,15:17.102378,1
12486.436259700205,6898.333227318583,66.71462295431094,6801.049585384795,1734.528319218161,16553.30836083715,12710.962831685498,4426.741529274982,41.61402,122.15629999999999,214.72346,0.000915525,0.018981885,0.01208493,15:17.127419,1
12362.421436577415,6962.943239764063,125.2122794651164,6775.839747599139,1684.2333889790534,16398.668489098964,12810.710468033349,4452.130264688898,41.784932,122.35162799999998,214.808916,0.005798325,0.016589313,0.012573210000000001,15:17.127420,1
