CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,AccX,AccY,AccZ,GyX,GyY,GyZ
85273.28408,97217.99915,105089.4112,100950.7147,113329.2798,96634.65089,58628.16815,66931.52745,0.75982592,13.29158208,247.1642667,0.005894516,0.003391105,0.005462388
85259.95037,97224.70473,105111.0741,100970.8527,113323.9371,96576.14582,58621.92553,66937.17473,0.54154688,13.27034016,247.0889434,0.005453599,0.00352587,0.005396959
85216.33807,97139.50829,105011.8044,100876.3919,113252.3819,96584.47222,58630.87426,66930.4492,0.63383936,13.46273824,247.1697603,0.005319811,0.00343505,0.005335436
85123.66416,97014.43624,104892.0841,100750.2403,113106.3057,96478.03287,58633.87125,66903.60334,0.60014528,13.386072,247.088455,0.004370594,0.003770498,0.005408189
85054.20551,96957.13754,104833.0899,100696.3563,113057.4161,96436.9573,58606.18516,66855.04387,0.68560128,13.60410688,247.1975946,0.006288558,0.003667959,0.005248033
84995.89695,96886.81234,104771.6397,100633.699,112977.986,96325.09882,58609.75828,66827.47445,0.66765552,13.58970144,246.9890819,0.004845202,0.003437491,0.005752427
84946.07391,96829.58727,104714.2587,100579.6987,112932.8277,96307.67904,58601.45143,66781.69054,0.60954544,13.59507296,247.1380195,0.005772934,0.00366503,0.005150866
84894.17283,96761.64445,104649.8093,100510.8767,112848.0969,96232.32095,58619.83645,66776.14303,0.494424,13.72899472,247.0375477,0.005056139,0.003060051,0.005309557
84846.28711,96719.96605,104615.9342,100480.2953,112826.8274,96209.37038,58587.31602,66713.57231,0.60527264,13.49875184,247.0153291,0.004766101,0.003692862,0.005412096
84826.04848,96707.20787,104617.6296,100476.3474,112799.698,96164.24304,58593.01748,66711.89951,0.47537952,13.9012496,246.9773622,0.006007309,0.003336906,0.006109848
84808.56079,96679.18982,104584.9699,100444.4893,112783.3568,96174.66053,58604.31341,66711.02864,0.55521984,13.66636768,247.0877226,0.004183095,0.003600577,0.005145006
84807.485,96677.33982,104590.217,100442.2167,112765.3478,96174.67182,58616.28996,66725.51496,0.57365392,13.79284256,247.0819848,0.005347643,0.003786611,0.006014145
84780.18029,96640.41111,104550.0594,100398.7312,112739.8913,96217.18431,58628.46687,66727.30184,0.53629744,13.86560224,247.080764,0.00643846,0.003410636,0.006001449
84723.17812,96553.87497,104466.953,100309.2314,112637.3637,96160.00613,58640.01863,66722.03931,0.46829888,13.67125088,247.1022501,0.006030746,0.003408194,0.00578563
84666.22213,96486.35445,104397.2555,100241.0863,112580.7682,96131.60664,58652.27221,66696.73899,0.52201408,13.5057104,247.0890654,0.006533675,0.003799795,0.005891098
84559.02538,96359.75247,104270.8729,100113.1173,112439.6332,95995.92883,58652.35277,66661.24232,0.4327736,13.44637952,247.0911408,0.007061994,0.00365087,0.005515123
84530.52997,96363.68022,104281.3132,100125.9312,112461.545,95961.91897,58631.2041,66625.49247,0.56315504,13.31453312,247.1978387,0.005009265,0.003434073,0.005207506
84463.94382,96256.80276,104168.9584,100008.3402,112333.985,95898.80336,58643.67144,66599.60758,0.65178512,13.43392736,247.0652598,0.003576163,0.003242667,0.004677234
84350.61473,96119.35669,104023.5892,99866.39722,112201.2923,95806.35225,58623.63578,66542.83272,0.552412,13.50351296,247.1717136,0.00552147,0.003208488,0.0058452
84238.84367,95976.97552,103884.764,99724.67964,112049.6457,95694.43308,58584.00579,66477.20467,0.49161616,13.64695696,247.1270323,0.004558094,0.00323339,0.005165026
84146.5564,95891.12718,103802.466,99644.51071,111972.1095,95613.59849,58526.87303,66410.40889,0.60319728,13.78051248,247.0491453,0.004982897,0.003346671,0.005485338
84080.44596,95813.59175,103724.984,99567.50031,111884.0318,95533.64661,58502.30065,66373.72476,0.55009248,13.87756608,247.1435131,0.005734849,0.003780264,0.005500962
83982.02361,95704.91915,103619.8523,99462.42725,111781.065,95436.51146,58465.58812,66302.77304,0.56620704,13.75914848,247.1928334,0.005467271,0.003507804,0.005419908
83909.01602,95633.66646,103551.4386,99392.89921,111702.2365,95372.07145,58430.53434,66261.22028,0.56193424,13.72618688,247.109819,0.005085924,0.003758291,0.005230455
83837.79427,95551.21142,103465.2899,99305.80935,111619.6052,95293.47813,58400.96669,66209.76845,0.70940688,13.79674912,246.9750427,0.005645493,0.003471183,0.005538072
83713.38074,95386.45052,103298.2358,99138.58751,111448.9886,95174.30062,58369.28288,66137.08923,0.48661088,13.84313952,247.0828394,0.005735337,0.003564444,0.005993637
83612.83235,95293.67031,103211.0446,99051.668,111360.176,95075.92567,58310.81385,66057.07649,0.62700288,13.88464672,247.0388906,0.005049792,0.003666983,0.005373521
83537.72283,95218.52002,103144.5517,98980.25479,111282.0452,95008.87016,58276.83901,65998.46658,0.59172176,13.86511392,247.118975,0.00500194,0.003524893,0.005526841
83491.76258,95178.03596,103102.4587,98940.58773,111240.8331,94967.87526,58261.01848,65959.56388,0.54777296,13.76842656,247.108232,0.005380846,0.003914541,0.005713364
83385.43724,95049.09906,102968.165,98807.09636,111103.9809,94901.28793,58249.89141,65912.44154,0.55595232,13.8811064,247.1591394,0.006535628,0.003591299,0.005952621
83268.8556,94903.38983,102823.5541,98658.96227,110952.2359,94774.24148,58216.70004,65848.7406,0.68901952,13.73045968,247.1210504,0.006576643,0.003803213,0.005549302
83126.18293,94721.10098,102635.5576,98466.21616,110767.6037,94606.69365,58158.68199,65757.92587,2.10356048,13.26728816,247.0264384,0.017587846,0.004221669,0.007197247
82954.30813,94540.53147,102465.5206,98360.08901,110784.9308,94396.484,58073.38819,65633.20602,1.12569968,11.92440816,247.2701101,0.01541207,0.004139638,0.008158182
82888.6841,94497.78196,102425.7288,98268.76008,110595.5448,94183.63453,58030.60103,65562.84745,0.5725552,10.86133552,247.3185758,0.006902326,0.002562493,0.008417459
82808.55265,94443.69347,102385.2282,98219.06575,110509.52,94095.01984,58000.12949,65512.817,0.71343552,10.72582672,247.3666754,0.007132794,0.003751944,0.005847153
82776.82462,94413.59141,102357.0482,98192.30048,110480.8222,94091.93693,57982.56872,65490.00139,0.77349888,11.31217696,247.2433746,0.00602684,0.003527335,0.005668931
82718.95298,94355.40935,102306.2235,98145.00735,110408.0013,93998.23171,57976.30102,65466.65318,0.54472096,10.70080032,247.3735118,0.008308084,0.003494132,0.005695298
82691.27044,94333.98081,102296.7718,98141.6311,110413.5455,94027.70592,57958.90412,65436.63929,0.5176192,11.49090208,247.2295795,0.004622058,0.003652823,0.004654773
82667.43214,94291.17087,102253.0364,98101.08347,110351.2062,93958.12294,57974.02508,65435.8504,0.59233216,11.32145504,247.2408109,0.007614238,0.003701651,0.005920395
82584.4952,94165.01462,102121.0583,97971.25827,110230.8845,93899.2253,57974.63909,65400.32244,0.48563424,11.0189408,247.3288306,0.008409646,0.004075185,0.005932114
82523.87053,94120.0403,102092.8845,97942.71949,110175.7499,93796.27731,57944.61955,65359.06174,0.89191648,11.01234848,247.1205621,0.009454566,0.003360343,0.007511211
82496.31834,94086.27832,102052.4194,97906.80149,110124.835,93665.15912,57937.73002,65347.09928,0.59098928,10.16572368,247.2511877,0.017165972,0.001478512,0.011754853
82438.62413,94040.57694,102017.3769,97874.51564,110065.8599,93539.06042,57912.60048,65346.29132,0.86200688,8.084748,247.5795829,0.010725558,0.003810537,0.005313463
82431.36176,94023.32849,101989.6185,97836.56058,109990.7636,93475.50944,57928.51378,65368.8945,0.61943392,8.62702736,247.3603272,0.014033167,0.003569815,0.007442364
82345.70308,93925.01991,101906.0379,97762.08234,109922.3297,93396.70391,57922.69116,65334.30694,0.60600512,7.8723288,247.4997426,0.005434556,0.003600088,0.005034167
82293.47594,93850.60184,101817.4756,97686.23484,109877.8664,93416.11274,57912.72574,65280.50578,0.66802176,7.6934816,247.4786227,0.006151351,0.003506339,0.005436021
82218.59843,93778.03123,101761.3817,97627.91131,109808.8419,93375.78799,57893.42341,65220.03236,0.567672,7.99965824,247.5276989,0.003723623,0.004170399,0.003044426
82193.74989,93758.60143,101739.481,97609.51162,109808.5591,93392.94807,57893.48532,65178.32649,0.8228192,8.8013576,247.4673914,0.004808581,0.002777825,0.006216293
82167.66607,93717.14983,101701.2938,97566.73724,109762.2059,93334.82779,57908.32416,65164.07745,0.5261648,8.67366192,247.561393,0.006950178,0.003957509,0.003652823
82097.47623,93608.54386,101582.9766,97445.65862,109655.8813,93286.45663,57901.66193,65115.72428,0.70855232,8.84689344,247.4528638,0.004623523,0.002340814,0.006478011
82037.58809,93566.38362,101549.3683,97411.27958,109604.1744,93218.01973,57891.90823,65071.71102,0.34939296,9.23242208,247.369117,0.00730711,0.003699209,0.0051411
81996.24178,93520.00985,101497.3709,97361.35607,109568.088,93189.96227,57882.1774,65028.24177,0.88923072,8.74324752,247.4997426,0.004334462,0.003998525,0.003955556
81945.3839,93465.90741,101451.2093,97308.23983,109495.4242,93100.03576,57872.47538,64996.39377,0.48001856,9.2908984,247.4135541,0.012217254,0.002880364,0.008288553
81884.60843,93391.42699,101369.9031,97227.18415,109426.2334,93031.15062,57856.11904,64957.75245,1.3849976,8.02468464,247.4175827,0.006442855,0.004043447,0.005059069
81866.39462,93398.12902,101393.7017,97249.64951,109426.1633,92974.68488,57863.921,64937.04493,1.07320528,7.43381744,247.6544179,0.009951635,0.004002431,0.007305157
81855.15459,93377.70415,101375.167,97232.8766,109452.9543,93105.93756,57854.26897,64912.90361,1.21628304,8.8953592,247.189049,0.007172833,0.005525376,0.002777825
81897.93813,93438.41049,101447.169,97302.30701,109487.2261,93086.44052,57879.30606,64935.64334,0.8734824,9.28625936,247.3084432,0.008153299,0.002709954,0.005453599
81914.25406,93441.56062,101441.6648,97301.19697,109491.1466,93076.8947,57939.07273,64962.64882,0.92793008,8.86947824,247.4013461,0.006981427,0.002781731,0.006389144
81916.73245,93437.70393,101445.4948,97297.83845,109479.8517,93064.84061,57990.31895,64958.98675,0.87128496,8.57380048,247.4313778,0.004130849,0.003370597,0.00498778
81890.41747,93387.81062,101391.904,97243.72182,109441.3059,93067.10531,58036.4355,64952.96111,0.72832928,9.12511376,247.3658208,0.006108383,0.003316886,0.005541978
81849.98994,93326.06939,101338.1948,97184.1478,109366.7147,93017.72418,58066.23995,64937.72812,0.85797824,9.21618544,247.430279,0.004511707,0.003902822,0.004092763
81801.10385,93255.28322,101257.7038,97104.13165,109288.4762,92937.2107,58077.01161,64899.26255,1.12777504,9.51015408,247.2315328,0.011566865,0.002402826,0.00825535
81754.55041,93213.21235,101222.3291,97067.48984,109223.441,92790.48849,58093.75477,64872.60493,1.12167104,8.37700752,247.3277318,0.013801234,0.001152829,0.013673305
81718.44026,93169.87487,101176.3826,97018.80968,109174.1415,92730.29065,58091.33924,64852.72849,0.62334048,6.99164368,247.5381978,0.007648906,0.003705069,0.006499007
81654.84792,93099.33072,101114.6541,96964.81604,109122.138,92709.43347,58079.70094,64806.80762,0.82330752,7.66650192,247.4712979,0.007145001,0.003561514,0.004350575
81632.62589,93068.88714,101086.0186,96936.29248,109096.9553,92710.1033,58073.00752,64796.45149,0.54789504,7.52977232,247.4368714,0.005758286,0.002906243,0.006340804
81525.15534,92900.76055,100902.9011,96754.66085,108914.3431,92622.95133,58075.69821,64749.03294,0.79059008,7.53123728,247.5626138,0.005675278,0.003687491,0.005544908
81425.53578,92801.98354,100805.1665,96660.46048,108818.999,92534.79966,58029.33331,64672.86148,0.50333584,7.88539136,247.3796158,0.009379859,0.002686517,0.006632307
81305.38309,92642.24391,100644.1319,96511.3953,108699.3282,92453.58063,57994.06737,64584.15875,1.31150544,6.32569728,247.5305067,0.012951139,0.004017568,0.004284657
81213.94171,92562.97694,100568.9548,96429.48819,108599.8554,92408.96022,57935.28746,64488.19394,1.55444464,7.74866176,247.4390688,0.009041969,0.00704588,0.00253515
81125.85142,92472.16169,100481.3362,96342.3642,108520.8728,92396.02421,57908.15176,64427.82301,0.85443792,9.56814208,247.2110234,0.0093115,0.003429679,0.004776355
81101.21276,92453.78137,100465.1164,96324.05418,108478.6806,92273.00059,57892.05987,64401.28799,1.1249672,8.27653568,247.564567,0.006325179,0.003379874,0.005781723
81060.37391,92383.93556,100386.2244,96242.8149,108385.1813,92184.20944,57883.58077,64346.99326,1.13693104,8.44866848,247.4571366,0.012166961,0.001886714,0.009639135
81030.31894,92377.73274,100387.8231,96241.94239,108369.3785,92062.70324,57875.42649,64313.18504,0.8069488,7.22298528,247.5284314,0.008430154,0.00230224,0.007746562
80976.87728,92297.94583,100303.0911,96156.68645,108285.6843,92009.30389,57884.21859,64286.66757,0.90314784,6.82988768,247.5582189,0.00794871,0.002041499,0.010144017
80931.61392,92259.93794,100277.6374,96132.65318,108259.3878,91980.39361,57869.18301,64267.48408,0.90229328,6.47732064,247.595087,0.006740705,0.005231432,0.002901848
77567.0238,88471.7028,96696.64008,92314.33596,104797.4026,88863.46488,57871.6686,61360.43436,1.2201896,4.0451208,247.5971624,0.005756821,0.003020012,0.005766587
77501.2194,88404.95448,96632.32824,92249.89704,104711.814,88741.32768,57835.45152,61310.45628,1.4142968,4.0365752,247.5544344,0.004628894,0.003405753,0.005180651
77467.31424,88371.72684,96596.09424,92216.62836,104697.1976,88756.47144,57813.80904,61261.55028,1.3599712,4.159876,247.691164,0.006374495,0.003203117,0.00563231
77394.17124,88286.90472,96507.77832,92126.9142,104586.4814,88630.6986,57787.86672,61207.54668,1.3355552,4.1147064,247.5739672,0.005676255,0.003247062,0.005881333
77331.52044,88224.33564,96432.93036,92059.38216,104542.0628,88635.86784,57762.85248,61147.08684,1.3953744,4.1067712,247.630124,0.007197247,0.003164054,0.005925278
77276.64024,88181.22312,96396.57144,92018.5866,104470.2644,88505.76456,57735.19332,61100.70444,1.4307776,3.6465296,247.6948264,0.007612285,0.003247062,0.00596434
77233.7358,88122.68964,96327.31356,91954.60092,104435.0604,88522.27488,57704.51772,61058.11896,1.4881552,3.3700184,247.6954368,0.007216778,0.003281242,0.005505357
77216.98968,88138.90692,96352.85592,91975.77216,104420.5711,88437.2364,57697.25328,61043.86188,1.4332192,3.3285112,247.6673584,0.006245101,0.003061516,0.005856919
77148.44496,88015.52952,96207.26256,91831.19256,104318.645,88441.56036,57697.63236,60998.90076,1.5528576,3.033688,247.7106968,0.004697254,0.002712395,0.004953601
77126.04,88047.41508,96259.13208,91880.20728,104322.7156,88342.75188,57671.16984,60959.13048,1.263528,3.3498752,247.6740728,0.005151354,0.00279052,0.005715317
77142.62088,88040.80872,96231.10248,91859.88348,104336.4863,88427.52684,57689.0442,60960.6432,1.3196848,3.7032968,247.6801768,0.004946276,0.002890618,0.005173327
77137.3512,88056.42084,96260.85072,91885.7592,104327.923,88348.464,57700.57032,60951.47508,1.336776,3.7252712,247.6948264,0.004951159,0.002690423,0.005485826
77143.20444,88057.01196,96255.8064,91889.45532,104362.3199,88421.9328,57710.67552,60949.03104,1.4612976,3.7136736,247.7802824,0.007084943,0.003730459,0.004667957
77170.55112,88089.43104,96295.64652,91928.98476,104383.4159,88397.26956,57748.24296,60973.6986,1.7005744,3.979808,247.6862808,0.025063412,0.005424791,0.005522447
77143.41684,88010.12304,96191.89884,91830.6864,104297.1973,88399.00404,57760.81308,60954.49728,1.4948696,1.7463544,247.70032,0.01346188,0.003205558,0.009374976
77121.55224,88027.1586,96228.91368,91854.85032,104283.8986,88322.46876,57760.0668,60943.73796,1.7219384,1.8733176,247.6954368,0.006035141,0.002868645,0.004829089
73028.93376,83311.25893,91181.92549,86898.40069,98906.47723,83780.148,55440.67869,57834.03608,1.58740624,2.28033232,247.7760096,0.006722639,0.002735833,0.005658677
73001.70697,83236.43315,91090.19062,86807.65017,98829.66957,83759.11214,55468.75255,57824.52187,1.68067536,2.25078896,247.6602778,0.005709946,0.002677239,0.005749497
72930.41532,83158.77576,91012.71241,86731.50023,98744.97879,83692.74221,55465.02814,57777.62818,1.72828656,2.1565432,247.6542958,0.006978498,0.002825676,0.005844223
72892.6272,83126.30957,90978.62669,86695.51333,98713.89565,83665.86757,55458.37733,57739.76996,1.91213904,1.9648776,247.8303352,0.008316385,0.003421378,0.005064928
72831.80739,83053.50432,90901.56371,86614.79731,98633.81227,83604.3245,55446.68884,57697.16384,1.9190976,1.42809184,247.640867,0.017552689,0.004583973,0.00596434
72810.59874,83017.26535,90855.15696,86566.47667,98588.00465,83598.85838,55441.82207,57662.31767,1.66981024,0.86750048,247.7285205,0.011003878,0.001389645,0.008853005
72773.5012,82990.36448,90835.91708,86543.22451,98556.1322,83540.2751,55438.56236,57648.0714,1.73866336,1.18832672,247.8729411,0.005674302,0.00275097,0.004846179
71393.82811,81443.30277,89222.67272,84939.42527,96889.92843,82044.00452,54793.72163,56605.0597,1.6901976,2.36237008,247.8326547,0.005415513,0.002980949,0.00501903
71354.82479,81390.15206,89160.64069,84875.43708,96817.21685,81985.04858,54811.69046,56603.69969,1.67383888,2.66634928,247.7730797,0.006262191,0.002357904,0.005565904
71328.80161,81358.99802,89130.71186,84845.87043,96795.72332,81983.66183,54818.20943,56579.06234,1.6108456,2.80588672,247.7725914,0.004810046,0.002793938,0.005500962
71282.46438,81308.92243,89078.73582,84793.64382,96729.98526,81918.01772,54806.17955,56559.07547,1.51879728,3.0666496,247.8143427,0.005719224,0.002681634,0.005358385
71251.93637,81260.38612,89022.65784,84740.87813,96688.69093,81917.31902,54810.15689,56537.1578,1.56006032,2.90562608,247.7111851,0.005674302,0.002478998,0.005762192
71198.10583,81177.81811,88940.16085,84661.82865,96618.12041,81847.99638,54782.0617,56491.66672,2.13285968,4.02412304,247.7590405,0.02302289,0.005906723,0.006320785
71139.48985,81116.73089,88875.89465,84603.36874,96573.84846,81864.10793,54734.64699,56423.96325,2.02249936,2.57906208,247.8170285,0.015914022,0.002664544,0.006802229
71132.79698,81140.18542,88910.0778,84620.26133,96543.91148,81760.04129,54730.79871,56417.05256,2.05594928,0.860664,247.8250858,0.007271466,0.001646968,0.007385235
71141.14273,81144.27631,88912.3744,84620.54726,96555.71481,81790.93539,54760.28727,56425.7047,1.54260288,1.56518768,247.7924904,0.004173817,0.002770012,0.003916006
51515.21283,60217.37127,67847.78882,64307.50842,75173.64494,62465.61317,43554.90072,39237.01786,4.57397136,12.1738176,247.3793717,0.006101547,0.001973139,0.00518358
51575.45897,60257.38268,67873.8178,64334.04529,75216.61994,62525.86639,43626.39103,39317.77259,4.30222128,12.13450784,247.3530024,0.007332012,0.002466302,0.00603807
51545.49292,60203.35299,67819.79161,64281.03758,75152.27068,62470.65758,43637.50691,39338.11387,4.33091008,12.10642944,247.3995149,0.005252916,0.002080561,0.004923816
51602.58558,60289.32757,67909.35107,64378.00527,75244.97712,62527.01048,43661.59484,39370.02032,4.56896608,12.10740608,247.4341856,0.00603807,0.001989741,0.005212877
51617.56913,60272.76608,67884.19114,64351.00515,75214.25011,62527.99971,43701.88844,39410.72331,4.39903072,12.01340448,247.4321102,0.004986315,0.002270502,0.005193834
51617.70065,60270.88706,67882.47025,64349.67794,75214.13666,62531.12342,43722.92945,39416.58192,4.39780992,12.2360784,247.411845,0.005617173,0.002184565,0.005725083
51626.10169,60275.03973,67883.81915,64349.37914,75206.15412,62523.44205,43736.20952,39431.64881,4.35044288,12.03183856,247.3451893,0.006323714,0.001833491,0.005682603
51589.63598,60224.79547,67826.12631,64293.97884,75157.14465,62481.55532,43728.08213,39429.7927,4.31040064,12.0731016,247.4479806,0.005724106,0.002432123,0.00533983
51543.98567,60166.97292,67770.08333,64234.86261,75092.36799,62421.69079,43704.98368,39407.07439,4.32859056,12.07603152,247.5505278,0.005889633,0.002081538,0.005659165
51546.08728,60173.72962,67771.81696,64241.20436,75098.2495,62413.13435,43690.60752,39397.82637,4.21652112,12.11119056,247.4352843,0.00592479,0.002130366,0.004922839
51531.88922,60159.4993,67758.89373,64229.20982,75071.00853,62391.93514,43684.86099,39405.29249,4.22933952,12.12461936,247.511096,0.006428206,0.002358881,0.005624009
51552.9753,60174.02393,67770.99464,64243.45909,75086.78619,62400.05271,43696.23747,39422.49886,4.22567712,12.01010832,247.4598224,0.005774888,0.001856929,0.00570604
51534.91165,60149.53807,67744.44138,64220.40199,75057.19196,62376.30826,43696.23088,39418.86475,4.21835232,12.06248064,247.436261,0.005791977,0.002080073,0.005495103
51529.00816,60149.35585,67745.99261,64228.28665,75060.6444,62360.26965,43692.40395,39430.2059,4.20785344,12.15355232,247.3974395,0.006597639,0.002171869,0.005485338
51542.92433,60151.04059,67739.93361,64227.33133,75052.62741,62359.44081,43703.35267,39449.63461,4.27365456,11.84383536,247.4411442,0.008100077,0.002356439,0.006255355
51587.44085,60225.95043,67819.69079,64310.22174,75129.47745,62390.1503,43702.92652,39463.69178,4.26950384,11.68293392,247.3461659,0.019660594,0.004742175,0.007520977
51669.12555,60317.56477,67914.9593,64402.70374,75190.45066,62392.41399,43771.41277,39545.4811,4.24520992,8.768396,247.8156856,0.007621563,0.003654288,0.011686494
51680.33424,60310.8514,67905.28033,64398.42661,75204.66587,62430.38437,43808.70917,39586.446,4.53380704,9.9196104,247.4133099,0.009480933,0.003084953,0.003731436
51670.3994,60284.80424,67874.4435,64374.73296,75181.60356,62459.25141,43824.56566,39591.41039,4.33396208,10.36312704,247.4217334,0.013285122,0.002818352,0.007070783
51657.97524,60185.17781,67710.98817,64299.49589,75062.49149,62310.96725,43977.79302,39754.5458,4.0445104,10.0355864,247.4885112,0.005773911,0.001972651,0.005603013
51616.06261,60128.11012,67650.37151,64241.77585,75013.21149,62274.966,43943.7227,39722.55821,4.1971104,9.946468,247.4238088,0.004694812,0.002207026,0.004694812
51632.02028,60162.40741,67686.88904,64282.31301,75039.53148,62273.84321,43948.51718,39725.62848,4.132408,10.0716,247.5452784,0.00573729,0.001821284,0.005463853
51592.55699,60099.19568,67613.84473,64209.90693,74981.17345,62249.2242,43937.80228,39712.49565,4.0384064,10.089912,247.584344,0.006401351,0.001874995,0.005751938
51631.14856,60173.73582,67700.91013,64299.16088,75051.24338,62265.81652,43943.58931,39725.713,4.1317976,10.08686,247.5117064,0.005505357,0.002128901,0.005046374
51697.26819,60242.97381,67762.55882,64365.5585,75126.72933,62333.72759,43986.60582,39778.19008,3.9413528,10.1649912,247.550772,0.005505357,0.001835933,0.005070788
51749.3268,60306.86131,67834.95804,64440.31488,75186.08833,62370.3072,44054.18081,39843.07482,3.6385944,10.4268528,247.526356,0.018869581,0.005065905,0.011538056
51809.35041,60369.47418,67889.75086,64495.06215,75234.38441,62406.37284,44126.24947,39905.81062,4.678716,7.8326528,247.697268,0.008483865,0.001901851,0.007231427
51823.93902,60348.21574,67862.8079,64472.99565,75206.46467,62431.49887,44154.74135,39943.90507,4.5328304,9.0436864,247.4598224,0.015056114,0.002182612,0.003991689
51753.2973,60262.15506,67772.70678,64386.31832,75121.9317,62399.21785,44115.12854,39908.86401,3.5500864,11.2154896,247.5196416,0.015144004,0.002182612,0.004958483
51789.50659,60323.1344,67837.73113,64454.00996,75163.52378,62391.72756,44125.88633,39929.4877,4.391828,10.7088576,247.523304,0.005808091,0.001879878,0.006384261
48854.24884,56944.30835,64074.32068,60968.69894,71744.19671,59258.27215,42378.76693,37804.43224,3.95221792,0.93403408,247.9919691,0.006877424,0.002108393,0.004900378
48860.58414,56950.11711,64077.2723,60971.52416,71735.30923,59234.00827,42396.7091,37823.3683,4.02155936,0.56730576,248.0715653,0.008679177,0.001641597,0.005883774
48863.22006,56946.17645,64065.1915,60961.51471,71741.20777,59269.34052,42392.63419,37820.80786,3.97834304,3.11084256,247.9049261,0.025153744,0.005429185,0.007672344
48884.8193,56978.63354,64103.05986,60991.88409,71758.2771,59268.20547,42413.97116,37844.59528,3.95807776,2.08659136,247.8097037,0.012075653,0.002316889,0.00627391
48895.32458,56975.90075,64095.0814,60988.08728,71770.54048,59297.86684,42439.4483,37860.72031,4.24667488,2.38495488,247.9829352,0.006944318,0.001151364,0.005159655
33316.43064,38845.71616,43747.81287,41461.69762,49090.66334,40560.79407,29169.68424,25944.25326,3.89410784,2.77280304,247.981104,0.005730942,0.001360836,0.005460924
33340.48077,38880.71977,43787.14006,41502.19382,49115.62745,40550.43017,29180.07338,25956.54541,3.84698496,2.6021352,248.0462947,0.00480907,0.001395993,0.004740222
33337.42185,38862.37764,43761.05708,41477.45631,49106.22676,40580.19673,29183.8562,25959.08237,3.79412432,2.44208832,247.9740234,0.00547899,0.001275876,0.005554185
33314.61249,38839.34507,43737.8273,41451.10382,49068.75466,40529.09598,29185.67853,25966.30069,3.77312656,2.26360736,248.0484922,0.004753406,0.001505367,0.005055163
33278.2806,38796.26185,43690.54639,41404.84373,49035.33553,40527.16312,29146.55926,25921.93843,3.77764352,2.20195696,248.0692458,0.005671372,0.00179687,0.005163073
33282.30823,38816.72231,43717.5132,41428.30218,49047.17121,40500.45565,29150.57172,25926.4828,3.72563744,2.1528808,248.0733965,0.00532274,0.001413082,0.005197252
33285.38562,38805.89696,43699.7621,41410.86538,49046.3432,40533.42221,29158.04952,25921.00169,3.8540656,2.0601,248.0774251,0.005774888,0.001401852,0.005042468
33273.6365,38810.5706,43717.0669,41424.68013,49042.33348,40487.23478,29152.87916,25913.9833,3.56522432,2.01395376,247.99026,0.005161608,0.001190915,0.005467271
33285.55591,38808.6874,43710.50411,41417.51338,49052.39606,40531.03558,29163.52005,25922.50648,3.99091728,1.92141712,248.0265178,0.006712873,0.001346676,0.004187489
33294.20453,38831.95197,43739.34164,41440.92725,49058.14376,40510.76871,29173.24791,25936.37236,3.55973072,2.96398032,247.8963805,0.021943303,0.00393456,0.007375958
33273.5791,38794.45461,43695.94682,41397.37988,49031.79513,40528.08961,29162.81168,25922.14201,3.47757088,3.72392832,248.2321005,0.015456503,0.002721673,0.006141098
33270.95638,38797.52963,43706.0194,41401.29554,49025.20495,40489.75843,29165.2523,25930.05563,3.77153952,2.39569792,247.9554672,0.011207491,0.00161523,0.005868637
33267.10894,38792.11117,43701.10335,41391.41244,49031.33458,40506.4235,29162.03293,25916.54963,4.38303824,3.53568096,248.0921968,0.006890119,0.001849605,0.005706528
47413.53246,55293.02288,62304.90171,58975.22461,69989.08211,57791.06732,41752.77447,37083.13275,2.63912544,1.95913984,248.0267619,0.007061505,0.001472652,0.005696274
47402.05541,55286.48366,62296.87433,58970.48859,69976.45314,57755.4672,41738.94444,37070.63135,2.71042016,1.86489408,248.0199254,0.00689842,0.002843743,0.005176745
47372.52167,55243.2764,62249.66167,58924.04418,69941.07591,57755.90143,41730.37477,37055.9884,2.743748,1.67017648,247.9635245,0.006915021,0.001604,0.005311022
47354.10174,55227.33603,62233.32135,58904.13491,69913.86838,57703.9624,41710.62058,37045.67314,2.57210352,1.61499632,248.113927,0.007507793,0.00181982,0.005074694
47403.65532,55296.75724,62306.7596,58978.90851,69991.84239,57768.83583,41734.3368,37072.06885,2.72189568,1.599248,247.9854989,0.006263656,0.001317868,0.005150866
47433.1458,55337.21327,62348.57633,59017.15964,70024.02458,57772.10632,41777.96343,37110.72592,2.65816992,1.44469472,248.0216346,0.005010729,0.001191891,0.005132311
47426.47138,55300.73143,62305.99145,58971.63666,69994.67255,57800.57548,41800.2574,37126.19123,2.77805248,1.59387648,247.9535139,0.008388162,0.002970696,0.004438465
47402.39936,55285.15333,62291.69754,58952.42128,69970.0756,57755.02869,41785.76591,37104.47886,2.1937776,3.3401088,248.1100205,0.015681112,0.00299218,0.007308575
47380.15473,55249.59611,62251.53843,58914.53208,69947.10165,57757.72815,41769.54122,37092.33373,2.83677296,2.23565104,248.0061304,0.004545399,0.001810054,0.003244132
47352.95397,55229.10865,62231.23795,58894.56517,69913.87227,57701.38161,41755.32749,37078.18255,2.3799496,3.14343792,247.8840504,0.005948715,0.001555172,0.00491698
32555.25221,38024.40938,42913.37021,40538.63915,48215.76133,39736.99932,28771.50584,25534.24019,2.86936832,0.97712832,248.0028342,0.007304181,0.001503414,0.005260729
