CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,AccX,AccY,AccZ,GyX,GyY,GyZ,TimeStamp
10786.393779485585,1821.0159946420874,8166.895495590613,1038.5180923941896,7619.284562413936,5496.151166765265,5348.794538718729,30855.037758197454,6.539947679999999,59.043991999999996,242.58944079999998,0.007661113200000001,0.0037538966399999997,0.00442235196,25:05.120276
10661.121800367735,1942.9092653876648,8293.263644417308,1158.6813863233212,7745.087780193408,5366.667465808571,5231.232631719504,30752.037030160078,6.62259584,58.55542784000001,242.63351168,0.00612986712,0.0037563380399999995,0.00370018584,25:05.619002
10478.755794592207,2139.4535109795156,8495.52849547465,1357.386627114676,7938.889186863674,5180.909761653421,5055.687619976669,30619.714622310898,6.43862128,58.349112639999994,242.63375584,0.00758982432,0.00376122084,0.00495799512,25:06.127766
10318.85570503217,2284.284824066314,8643.095783171708,1502.7264222556269,8090.465134068432,5021.710499611565,4895.704525630631,30445.726853200715,6.476221919999999,58.46984976,242.64449887999996,0.007809062039999998,0.0033227454000000003,0.0046240116,25:06.620867
10135.591680751888,2478.986430716272,8845.996054584346,1702.8794117629025,8286.579499947331,4841.742701952165,4729.621303591669,30305.88100283182,6.41921056,58.356925759999996,242.71530528000002,0.009029273760000001,0.0035820220800000004,0.00542576736,25:07.123195
9965.907212103704,2643.7820004176087,9013.457118091672,1868.7004398597583,8452.35284922157,4665.847675229795,4561.327596558578,30154.871443958036,6.54397632,59.089771999999996,242.56038575999997,0.01016257164,0.0035956939200000003,0.004253895359999999,25:07.627815
9788.974726300712,2804.806078798024,9178.5658355828,2034.501995625419,8618.841106746388,4476.349542093054,4396.903256084971,29983.865250467807,7.79407552,57.40653296,242.75900991999998,0.0273265902,0.00829245924,0.012047332439999999,25:08.127681
9746.761640632547,2797.8989961922975,9165.166145545541,2021.4099830034374,8649.412670027732,4327.386650394021,4368.622967943417,29884.37209407447,10.80273712,58.70180175999999,241.94144015999993,0.056555031,0.03422647488,0.01937348556,25:08.631250
9611.746292078922,2970.600430689103,9341.056753665756,2198.7311161430957,8747.874309215507,4350.105440195762,4283.462364214212,29815.446037560756,14.18276608,59.324409759999995,242.8378736,0.0361839894,0.019543895279999998,0.01915620096,25:09.125248
9552.780783348431,3025.9506277411488,9392.870327971961,2249.5487308538213,8826.057895029497,4190.127080009487,4229.547384171452,29752.532173672713,13.84960976,60.09424623999999,242.05326544,0.017378373479999997,0.01016061852,0.0055170757199999995,25:09.626847
9441.368932240326,3186.648085688659,9552.390238720212,2406.3252641742974,8956.610743735593,4127.926131970745,4092.3797211721158,29654.597331921384,12.87663216,60.008790239999996,242.03947039999997,0.013000455000000001,0.015617635800000002,0.00819773292,25:10.127128
9191.05810627963,3438.2863195572963,9810.951633246526,2694.1294979870904,9214.94636762893,3816.5898542138066,4381.798345183802,29841.63463672188,10.231402719999998,55.21470864,243.38833232,0.05072301467999999,0.0166649964,0.01780854816,25:10.627971
7944.595819384961,4712.259127925927,11080.875530573048,3964.9003610454947,10509.88352573057,2540.0655247540835,11482.395794192795,29156.91506329296,12.324830559999999,54.23049968,242.45393199999998,0.07206085068000001,0.021235297200000003,0.014101526400000002,25:11.128940
8565.41337330322,4028.8605410679374,10394.775372641958,3260.050456186584,9854.70729241851,3120.2763610092575,10724.204346717095,29309.045605054373,14.165186560000002,56.79393552,243.86395599999997,0.0136816056,0.010657199279999998,0.00826560384,25:11.629851
8600.857028363898,4042.597522445436,10418.478789041557,3287.8591694804104,9873.918613618034,3174.0718355238896,10354.906471970255,29465.129743779464,13.985362720000001,56.563570559999995,242.91905680000002,0.00726414156,0.004431141,0.0040722551999999995,25:12.130649
