CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,AccX,AccY,AccZ,GyX,GyY,GyZ,TimeStamp,label
14176.747000400228,9569.08208592269,1882.5396993825639,4520.045091024951,2324.7664404153757,17664.95883007961,14829.455636052156,4375.22099204785,71.801352,115.2893,212.727452,0.006091293,0.005017077,0.008520486,25:25.880825,1
14014.006422220913,9627.306280569097,1957.3085028408161,4511.206436818113,2156.83521279786,17355.00832733707,14936.382904500773,4433.825920560141,72.42396,115.5945,212.12926,0.027526785000000005,0.020935005,0.00231933,25:25.884013,1
14289.803829509572,9637.83549776923,1963.927910011726,4486.912290393187,2334.767684662231,17693.304279341108,14867.424615887863,4354.671802751806,72.231684,116.13165199999999,211.94919199999998,0.023217714,0.019116162,0.0035522369999999998,25:25.896124,1
13916.46415106378,9510.825529042286,1859.5295737834774,4556.62149765802,2148.9618595970314,17339.138502352685,14935.234254582712,4455.979539952577,71.46258,118.28026,211.22891999999996,0.00598143,0.01184079,0.008483865,25:25.905547,1
14339.368606675847,9646.93729251834,1973.5905780957976,4430.303399986726,2361.561552622821,17708.67947748662,14880.269583128811,4413.879126779253,71.331344,118.24974,211.29606399999997,0.00830076,0.00964353,0.009680151000000001,25:25.917679,1
13971.530739838374,9517.89393702595,1838.4767534905914,4623.260820394423,2048.8144921345265,17305.075431396355,14930.954381091573,4464.691917045572,70.8064,118.12765999999999,211.56464,0.01757808,0.0008544900000000001,0.014465295,25:25.924096,1
14177.43369524176,9591.100775801395,1986.654776549074,4447.2282670860195,2338.8085250673553,17666.46234857404,14839.703390452612,4317.114681865004,70.910168,117.86823999999999,211.59516,0.016210896,0.001184079,0.013720668,25:25.936782,1
14050.110541957078,9653.103457159834,1935.3420519240049,4485.647074158318,2191.165189802913,17401.66829512557,14969.538572446356,4421.1292974742055,71.32524,116.83055999999999,211.71724,0.01074216,0.002502435,0.01074216,25:25.948004,1
14260.615055379714,9542.524915033622,1872.1398383069068,4564.694585243435,2267.2952907551435,17613.92727013621,14844.511135252222,4477.893297083693,71.334396,117.08082399999998,211.68061600000001,0.009509253,0.002368158,0.009436011000000001,25:25.956250,1
13941.917638584742,9608.478541294797,1991.0604926319188,4452.948615518385,2210.664060732243,17403.6868313627,14965.37598453856,4350.892069779283,71.37102,118.08188,211.53411999999997,0.004577625,0.00183105,0.0042114150000000005,25:25.964230,1
14311.832740786593,9595.003025854758,1890.707398218489,4515.518269035424,2379.7679158573483,17693.04208495276,14871.932876287901,4385.8873306741825,71.20621200000001,118.368768,211.558536,0.007311993,0.004235829,0.005578599000000001,25:25.984376,1
13964.844939451756,9506.014526576697,1861.5454824032627,4604.484909577159,2052.82873365088,17279.4310507955,14926.698512660407,4529.3084364941,70.54697999999999,119.51632,211.65619999999998,0.018249465,0.013854945000000002,0.011047335,25:25.984387,1
14176.545350254499,9618.702856178625,1940.9693974377528,4478.4524026264435,2345.824631509674,17715.87865272955,14875.719616955565,4305.546454777493,70.71484,119.52852800000001,211.68366799999998,0.023364198,0.014623986,0.012976040999999999,25:25.996471,1
