CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,AccX,AccY,AccZ,GyX,GyY,GyZ,TimeStamp,label
5994.913049196568,14548.228261378763,15802.41547807068,20661.191487027223,23120.782445480676,11099.846648106983,11123.298172454703,375.5498689962779,31.908659999999998,172.77372,172.0565,0.024963315,0.016784625,0.052978380000000005,18:10.424998,1
5931.755030610202,14580.95036905515,15829.220755019493,20696.280988777544,23140.64671838781,11079.630726970528,11126.191970836744,377.87545787659815,31.908659999999998,172.77372,172.0565,0.024963315,0.016784625,0.052978380000000005,18:10.425051,1
6166.29602969948,14497.621248298467,15685.494283160868,20541.02749324553,23136.665069867762,11151.37060887632,11119.917624398211,372.6614758165696,30.223955999999998,176.03325600000002,170.750244,0.045422247000000006,0.007653788999999999,0.047509644000000004,18:10.433344,1
6165.215469389616,14508.460522059726,15693.076902261242,20560.913023613793,23122.725167262153,11135.07490271287,11109.689613542263,381.5215685330564,29.802779999999995,176.84814,170.42368,0.050536979999999995,0.00537108,0.04614246,18:10.443722,1
6046.781164316834,14571.46910828222,15783.211260614262,20648.10475270747,23122.327504558303,11083.012666401739,11103.834148299724,396.1287991739124,29.802779999999995,176.84814,170.42368,0.050536979999999995,0.00537108,0.04614246,18:10.443727,1
5981.394349396525,14599.004443248123,15825.84847286867,20681.189755294297,23130.003672138868,11060.931483390192,11109.875524051105,400.0081457920943,29.802779999999995,176.84814,170.42368,0.050536979999999995,0.00537108,0.04614246,18:10.445031,1
6064.751865051758,14563.182148930578,15773.39410180908,20635.031700746225,23151.366780315835,11117.143521528178,11117.93612047146,404.11165912826834,29.491476,177.31814799999998,170.97304,0.067895334,0.009790014,0.039135642000000005,18:10.449284,1
6157.092832167919,14510.461823955655,15711.294502685696,20588.861817999605,23162.670526862756,11170.817122600647,11119.630410605654,385.90877928975067,29.180172,177.788156,171.5224,0.085253688,0.014208947999999999,0.032128824,18:10.453105,1
6133.6061142498465,14519.696810955094,15733.709511679623,20615.667275072425,23164.414923344506,11165.081714003403,11115.170735278432,384.5889998860689,29.024520000000003,178.02316,171.79708,0.093932865,0.016418415,0.028625414999999998,18:10.457143,1
6022.187826786943,14579.72759991106,15804.819871660187,20675.79538375568,23152.640953090184,11106.158423204088,11118.715599308394,410.3700518727699,29.024520000000003,178.02316,171.79708,0.093932865,0.016418415,0.028625414999999998,18:10.461196,1
5978.022251874362,14610.273015775772,15829.736623764538,20690.802057406974,23145.400329737375,11084.281047957733,11125.576669570495,455.9978616447432,29.024520000000003,178.02316,171.79708,0.093932865,0.016418415,0.028625414999999998,18:10.467366,1
6067.509643602648,14566.104293913644,15770.146392067085,20633.00893256364,23149.256586019023,11125.62241889747,11131.737247955502,462.1034431314791,28.93296,176.887816,172.57839199999998,0.09000221100000001,0.018591260999999998,0.025207455,18:10.469065,1
6185.668089742336,14512.545309589512,15699.53289472661,20567.01030494977,23143.832084403075,11167.343100494585,11128.424874274882,434.8783883924074,28.8414,175.75247199999998,173.35970400000002,0.08607155699999999,0.020764106999999997,0.021789495,18:10.473068,1
6178.840615155057,14516.334962520594,15717.182112178747,20584.55127233951,23133.31930709667,11147.121814537164,11118.444412726638,409.718859517419,28.795619999999996,175.1848,173.75036,0.08410623,0.02185053,0.020080515,18:10.479475,1
6044.639011591799,14574.46212001364,15805.868220547936,20664.568053383126,23134.965733019428,11094.13173533092,11113.02800397063,408.31166987664244,28.795619999999996,175.1848,173.75036,0.08410623,0.02185053,0.020080515,18:10.481114,1
6031.600846985004,14568.052702217765,15792.802078677032,20653.575902846296,23176.33215078759,11141.33807067283,11124.299927356531,396.42858030245304,29.229003999999996,173.88464800000003,173.951792,0.07062970199999999,0.0170898,0.017126421,18:10.489113,1
6155.472959766589,14507.909591706955,15709.020687275322,20581.11316849103,23171.735458676158,11191.026384987224,11132.107636219267,383.3529556721048,29.662388,172.584496,174.153224,0.05715317400000001,0.012329070000000001,0.014172327000000002,18:10.497671,1
6163.114077594661,14516.084362252965,15720.985599649768,20589.869385299375,23147.60429326571,11157.146904687663,11125.680449878133,393.44982059753096,29.87908,171.93442,174.25394,0.05041491,0.009948705,0.01269528,18:10.497677,1
6069.453566124482,14583.205593487952,15797.124548348536,20654.601555607813,23126.32456075917,11078.450069147202,11111.64069501624,425.84051512378267,29.87908,171.93442,174.25394,0.05041491,0.009948705,0.01269528,18:10.503721,1
6016.882064019179,14606.733213543179,15816.772455010167,20679.48649709411,23128.5060901153,11061.963494096173,11120.47776899627,459.5826704701376,29.87908,171.93442,174.25394,0.05041491,0.009948705,0.01269528,18:10.505256,1
6084.344156996498,14544.858640189923,15760.562698391423,20626.47345662184,23142.92913925075,11123.995318463963,11136.900030019535,449.8977174282413,30.288047999999996,171.37285199999997,174.180692,0.038159082,0.0065551590000000005,0.016210896,18:10.509202,1
6182.319306688984,14498.966135289278,15733.5009549763,20577.342418977663,23151.93968473575,11181.98436475199,11135.516442667462,412.5316253066509,30.697015999999998,170.81128399999997,174.10744400000002,0.025903253999999997,0.0031616129999999997,0.019726512,18:10.513208,1
6147.084609477019,14537.787193860597,15772.581321971005,20614.484562145928,23157.523671167888,11163.55086522592,11121.518287920977,388.76178218169736,30.9015,170.5305,174.07082,0.01977534,0.00146484,0.02148432,18:10.517162,1
6092.489055024498,14579.288331994083,15762.387983730037,20623.45229775669,23154.09951644348,11117.889217599502,11121.187562450175,439.2854595795745,30.944228,170.817388,174.32718799999998,0.01940913,0.0012207000000000001,0.021093696000000002,18:10.540097,1
