CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,AccX,AccY,AccZ,GyX,GyY,GyZ,TimeStamp,label
18174.683929641742,9144.070360441368,875.2699067928504,8942.244837483053,5002.036280166385,11986.860458708095,13958.844546320548,8989.543447385877,113.0003,191.55877999999998,114.64838,0.00769041,0.001281735,0.000183105,50:09.638417,1
18174.861766944017,9141.325232387428,876.7444289756104,8942.396111768021,4982.537108415285,12021.905334880003,13945.561541605677,9008.99008049441,112.292236,191.107084,114.599548,0.00598143,0.0019653270000000002,0.002673333,50:09.646537,1
18171.69588221382,9124.533257411622,896.057699610346,8964.341841927064,5019.224811589141,11971.306849464736,13943.220575931733,9011.273163091528,112.11522,190.99416,114.58734,0.005554185,0.002136225,0.00329589,50:09.658672,1
18166.531230091365,9126.57635435173,890.3865607543005,8953.42496421048,4993.273104614966,12013.802107691134,13936.16881051389,8992.2057029819,112.371588,190.908704,114.416428,0.006091292999999999,0.000964353,0.002612298,50:09.663470,1
18161.34478695557,9122.91290709503,896.0775516947699,8963.676796780283,5018.556784893256,11971.483024701969,13940.980971501505,8996.007112927467,112.43568,190.88734,114.37370000000001,0.00622557,0.000671385,0.0024414,50:09.675511,1
18163.149643869205,9139.62392820088,873.012191268854,8938.92304261925,4979.192289186559,12021.078749776661,13929.091162617342,8977.209969900945,112.61880000000001,190.50889199999997,114.43473999999999,0.0037841700000000008,0.0031616129999999997,0.002734368,50:09.691261,1
18166.730304368597,9124.28214954141,898.1250341307756,8969.914935274704,5025.724132877906,11969.782803209808,13950.802292405997,9008.63186568986,112.66458,190.41428,114.45,0.00317382,0.00378417,0.00280761,50:09.695737,1
18181.532889363803,9139.837520299916,883.5909470100205,8949.065648994327,4991.583653000299,12014.14824134784,13937.392912581057,9015.254758194435,112.627956,190.04804000000004,114.48662399999998,0.00268554,0.004565418000000001,0.004907214000000001,50:09.703546,1
18161.38491419465,9135.885513472238,881.2247778880508,8948.561329734932,4998.512005783151,11984.147995821138,13947.286986995436,8985.006711528962,112.6188,189.95648,114.49578,0.00256347,0.00476073,0.005432115,50:09.715635,1
18186.12731612858,9136.467285845232,880.4773242107785,8948.243991751688,4993.531753964344,12013.664049612888,13941.293032337217,9028.091731913357,112.80192,190.04193600000002,114.507988,0.0018798780000000004,0.00402831,0.004553211,50:09.723619,1
18172.7216588212,9127.019559582619,891.7234316702448,8959.354021627538,5014.558295258815,11968.6364769471,13943.478038047406,9015.98122536865,112.84769999999999,190.0633,114.51104000000001,0.0017089800000000001,0.003845205,0.004333485,50:09.735566,1
18179.16736948525,9135.016554968573,884.150747180333,8948.30426394494,4991.951350078099,12011.440717121975,13938.532135475665,9012.242367108034,113.17731599999999,190.417332,114.315712,0.000585936,0.0024291930000000005,0.005700669,50:09.743553,1
18169.300568555038,9139.341836587893,880.3201994590632,8951.437075510401,5006.403092865128,11985.649890270975,13946.6934063157,9012.712295504816,113.25971999999999,190.50583999999998,114.26687999999999,0.000305175,0.00207519,0.006042465,50:09.756118,1
18160.559225324578,9150.696467364342,860.55211583172,8927.346117819445,4967.140660092411,12031.246974474605,13955.124264271537,9007.022878073545,113.45504799999999,190.98195199999995,114.242464,0.002404779,0.0036376860000000002,0.007751445000000001,50:09.763705,1
